Server,DatabaseName,Schema,TableName,View,Merge_Field
xrpswpdbspgu04.hca.corpad.net,PracticeVelocity_EOM_HISTORY,dbo,dwcRprtCcuEwocInventoryPV,CCU_RprtEwocInventoryPV,"SnapShotDate, PracticeName, EncounterKey"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFact3MDft,3M_FactDFT,Dft3MKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFact3MProFeeInventory,3M_FactProFeeInventory,ProFeeInventory3MKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFact3MProFeeNotBillable,3M_FactProFeeNotBillable,ProFeeNotBillable3MKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFact3MUserActivity,3M_FactUserActivity,UserActivityKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFact53rdPatientPayment,ECW_Fact53rdPatientPayment,PatientPaymentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFact53rdPatientTransaction,ECW_Fact53rdPatientTransaction,PatientTransactionKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactArtivaAddress,Artiva_FactAddress,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactArtivaAffiliations,Artiva_FactAffiliations,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactArtivaCPIDPayorMaster,Artiva_FactCPIDPayorMaster,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactArtivaECT,Artiva_FactECT,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactArtivaGroup,Artiva_FactGroup,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactArtivaHoldRules,Artiva_FactHoldRules,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactArtivaPPI,Artiva_FactPPI,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactArtivaProviderDemographics,Artiva_FactProviderDemographics,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactBillVendorClaimStatusHistory,ECW_FactBillVendorClaimStatusHistory,BillVendorClaimStatusHistoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactBillVendorInventory,ECW_FactBillVendorInventory,BillKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtBankFile,CMT_FactBankFile,BankFileKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtBatchData,CMT_FactBatchData,BatchDataKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtBatchExceptionsDetail,CMT_FactBatchExceptionsDetail,BatchExceptionsDetailKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtBatchProductivity,CMT_FactBatchProductivity,BatchProductivityKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtEdpr,CMT_FactEDPR,BatchExceptionsDetailKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtLockBox,CMT_FactLockBox,LockboxKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtMonthlyTransactions,CMT_FactMonthlyTransactions,"TBNumber, PostedDate, AmountPosted, User34ID"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtPplBalancing,CMT_FactPplBalancing,PPLBalancinglKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtTreasuryBatch,CMT_FactTreasuryBatch,TreasuryBatchKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCashMgmtTreasuryBatchDetail,CMT_FactTreasuryBatchDetail,"BatchDetailId, BatchHistoryId, RegionId"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCU3MInventory,CCU_Fact3MInventory,CCU3MInventoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUCodeChange,CCU_FactCodeChange,CodeChangeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUCodeQuality,CCU_FactCodeQuality,CodeQualityKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUCodingStatusMeditechExpanse,CCU_FactCodingStatusMeditechExpanse,CCUCodingStatusKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUCoidProvider,CCU_FactCoidProvider,CCUCoidProviderKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUeCWInventory,CCU_FactECWInventory,CCUeCWInventoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUEncounterModifier,CCU_FactEncounterModifier,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUMedaxionInventory,CCU_FactMedaxionInventory,CCUMedaxionInventoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUMTXInventory,CCU_FactMTXInventory,CCUMedaxionInventoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUNonProductivty,CCU_FactNonProductivty,CCUNonProductivityKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactCCUPKInventory,CCU_FactPKInventory,CCUPKInventoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactChargeLagSummary,ECW_FactChargeLagSummary,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaim_History,ECW_FactClaim_History,"ClaimKey, SysStartTime, SysEndTime"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaim837P,ECW_FactClaim837P,ID
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimBillData,ECW_FactClaimBill,BillKey
Xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimData,ECW_FactClaim,ClaimKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimDiagnosisData,ECW_FactClaimDiagnosis,ClaimDiagnosisKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimFinancialAdjustmentData,ECW_FactClaimFinancialAdjustment,ClaimFinancialAdjustmentKey
Xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimLineChargeData,ECW_FactClaimLineCharge,ClaimLineChargeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimLineChargeValue,ECW_FactClaimLineChargeValue,ClaimLineChargeValueKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimLineFinancialAdjustmentData,ECW_FactClaimLineFinancialAdjustment,ClaimLineFinancialAdjustmentsKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimLinePaymentData,ECW_FactClaimLinePayment,ClaimLinePaymentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimNoteHistoryData,ECW_FactClaimNoteHistory,ClaimStatusNoteKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimPayerData,ECW_FactClaimPayer,ClaimPayerKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimPayerLiabilityChangeData,ECW_FactClaimPayerLiabilityChange,ClaimPayerLiabilityChangeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimPaymentData,ECW_FactClaimPayment,ClaimPaymentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimSentToBillingVendorData,ECW_FactClaimSentToBillingVendor,SentToBillingVendorKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimsOnHold,ECW_FactClaimsOnHold,ClaimsOnHoldKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimStatusHistoryData,ECW_FactClaimStatusHistory,ClaimStatusHistoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimUnBilledStatus,ECW_FactClaimUnBilledStatus,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactClaimVoidHistoryData,ECW_FactClaimVoidHistory,ClaimVoidHistoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactDailyCash,ECW_FactDailyCash,DailyCashKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactDFTMessage,ECW_FactDFTMessage,DFTMessageKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEBOCEdiDiscriminatorDeposit,EBOC_FactEdiDiscriminatorDeposit,EBOCEdiDiscriminatorDepositKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEBOCTransactions,EBOC_FactTransactions,KeyID
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEcwCasCodeLineData,ECW_FactEcwCasCodeLine,EcwCasCodeLineKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEcwRemarkCodeLineData,ECW_FactEcwRemarkCodeLine,EcwRemarkCodeLineKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterActionChangeHistory,ECW_FactEncounterActionChangeHistory,"ID, RegionKey"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterActionLogData,ECW_FactEncounterActionLog,EncounterActionLogID
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterCMC,ECW_FactEncounterCMC,"PatientMRN, VisitID, PatientName, ServiceDateKey, AuthoredDateTime, ProviderName, ProviderNPI, AdmitDateTime, DischargeDateTime, Location, VisitStatus, POS, DerivedFrom, SourceReport"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterCPTData,ECW_FactEncounterCPT,EncounterCPTKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterCPTMeditechExpanse,ECW_FactEncounterCPTMeditechExpanse,EncounterCPTMTXKey
Xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterData,ECW_FactEncounter,EncounterKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterDiagnosisData,ECW_FactEncounterDiagnosis,EncounterDiagnosisKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterDiagnosisMeditechExpanse,ECW_FactEncounterDiagnosisMeditechExpanse,EncounterDiagnosisMTXKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterMedaxionBillingAudit,ECW_FactEncounterMedaxionBillingAudit,MedaxionBillingAuditKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterMedaxionCodingCptCodes,ECW_FactEncounterMedaxionCodingCptCodes,MedaxionCodingCptCodesKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterMedaxionCodingStatus,ECW_FactEncounterMedaxionCodingStatus,MedaxionCodingStatusKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterMedAxionWorkQueue,ECW_FactEncounterMedAxionWorkQueue,"DateOfService, CaseNumberFin, PatientNumberMRN, FileName, FileDate"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterMeditechExpanse,ECW_FactEncounterMeditechExpanse,EncounterMTXKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterMeditechExpanseNotes,ECW_FactEncounterMeditechExpanseNotes,EncounterMTXNotesKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterNotesData,ECW_FactEncounterNotes,EncounterNotesKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterToCharge,ECW_FactEncounterToCharge,EncounterToChargeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterToChargeNote,ECW_FactEncounterToChargeNote,NoteEncounterToChargeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterToChargeProviderRole,ECW_FactEncounterToChargeProviderRole,EncounterToChargeProviderRole
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEncounterToChargeStatus,ECW_FactEncounterToChargeStatus,EncounterToChargeStatusKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEnvisionDemographicChange,ECW_FactEnvisionDemographicChange,EnvisionDemographicChangeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEnvisionProvider,ECW_FactEnvisionProvider,EnvisionProviderKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEnvisionProvider_History,ECW_FactEnvisionProvider_History,"EnvisionProviderKey, SysStartTime, SysEndTime"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactEnvisionTermination,ECW_FactEnvisionTermination,EnvisionTerminationKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAClaimAdjustment,ECW_FactERAClaimAdjustment,ERAClaimAdjustmentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAClaimPaymentInformation,ECW_FactERAClaimPaymentInformation,ERAClaimPaymentInformationKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAFilesProcessed,ECW_FactERAFilesProcessed,ERAFilesProcessedKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAInpatientAdjudicationInformation,ECW_FactERAInpatientAdjudicationInformation,ERAInpatientAdjustmentInformationKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAOutpatientAdjudicationInformation,ECW_FactERAOutpatientAdjudicationInformation,ERAOutpatientAdjustmentInformationKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAPayerIdentification,ECW_FactERAPayerIdentification,ERAPayerIdentificationKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAReassociationTraceNumber,ECW_FactERAReassociationTraceNumber,ERAReassociationTraceNumberKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERARemarkCodes,ECW_FactERARemarkCodes,ERARemarkCodesKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAServiceAdjustment,ECW_FactERAServiceAdjustment,ERAServiceAdjustmentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactERAServicePaymentInformation,ECW_FactERAServicePaymentInformation,ERAServicePaymentInformationKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactIETV2Detail,ECW_FactIETV2Detail,IETV2DetailKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactIETV2MasterFile,ECW_FactIETV2MasterFile,IETV2MasterFileKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactIETV2QR,ECW_FactIETV2QR,IETV2QRKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactIETV2QuestionsResponses,ECW_FactIETV2QuestionsResponses,IETV2QuestionResponseKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactKronos,ECW_FactKronos,KronosKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactMeditechORAuth,ECW_FactMeditechORAuth,MeditechORAuthKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactMeditechVisit,ECW_FactMeditechVisit,MeditechVisitKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactMeditechVisitEMPI,ECW_FactMeditechVisitEMPI,MeditechVisitEMPIKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactNBTGLCoIDDepartmentCurrent,ECW_FactNBTGLCoIDDepartmentCurrent,NBTGLCoIDDepartmentCurrentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactNBTGLCoIDDepartmentProvider,ECW_FactNBTGLCoIDDepartmentProvider,NBTGLCoIDDepartmentProviderKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactNBTGLCompanyMaster,ECW_FactNBTGLCompanyMaster,NBTGLCompanyMasterKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactNBTProvider,ECW_FactNBTProvider,NBTProviderKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactNBTProviderByNPI,ECW_FactNBTProviderByNPI,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactNHXS,ECW_FactNHXS,NHXSKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactOnbaseApInvoice,Onbase_FactApInvoice,"ItemNum, COID"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactOnbaseRefundData,Onbase_FactRefund,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactOnbaseRefundHistory,Onbase_FactRefundHistory,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactOnbaseRemotePrintRequest,Onbase_FactRemotePrintRequest,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactOnbaseUserAction,Onbase_FactUserAction,OnbaseUserActionId
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactOnbaseWorkflowDetail,Onbase_FactWorkflowDetail,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactOnbaseWorkQueue,Onbase_FactWorkQueue,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactPatientKeeperBalancing,PK_FactBalancing,PKBId
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactQGendaActualHours,ECW_FactQGendaActualHours,QGendaProviderActualHoursKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactQGendaProviderHours,ECW_FactQGendaProviderHours,QGendaProviderHoursKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactRH1201,ECW_FactRH1201,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactRH1301,ECW_FactRH1301,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactRH277Response,ECW_FactRH277Response,RH277ResponseKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactRHClaimHistory,ECW_FactRHClaimHistory,RHClaimHistoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactRHException,ECW_FactRHException,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactRHInitialError,ECW_FactRHInitialError,RHInitialErrorKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactRHInventory,ECW_FactRHInventory,RHInvKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactRiskAnalysis,ECW_FactRiskAnalysis,
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactSRTDiscountTracker,ECW_FactSRTDiscountTracker,SRTDiscountTrackerKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTelStrat,ECW_FactTelStrat,TelStratKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTeradataHPSTransactions,ECW_FactTeradataHPSTransactions,TeradataHPSTransactionsKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTransactionsClaimContractualAdjustmentData,ECW_FactTransactionsClaimContractualAdjustment,TransactionsClaimContractualAdjustmentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTransactionsClaimFinancialAdjustmentData,ECW_FactTransactionsClaimFinancialAdjustment,TransactionsClaimFinancialAdjustmentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTransactionsClaimLineChargeData,ECW_FactTransactionsClaimLineCharge,TransactionsClaimLineChargeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTransactionsClaimLineContractualAdjustmentData,ECW_FactTransactionsClaimLineContractualAdjustment,TransactionsClaimLineContractualAdjustmentsKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTransactionsClaimLineFinancialAdjustmentData,ECW_FactTransactionsClaimLineFinancialAdjustment,TransactionsClaimLineFinancialAdjustmentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTransactionsClaimLinePaymentData,ECW_FactTransactionsClaimLinePayment,TransactionsClaimLinePaymentsKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTransactionsClaimPaymentData,ECW_FactTransactionsClaimPayment,TransactionsClaimPaymentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactTransactionsPaymentHeader,ECW_FactTransactionsPaymentHeader,TransactionPaymentHeaderKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactUserProductivity,ECW_FactUserProductivity,LoadKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcFactUserTouch,ECW_FactUserTouch,UserTouchKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncArtivaPPItoClaim,ECW_JuncArtivaPPItoClaim,ArtivaPPItoClaimKey
Xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncClaimFirstLastKeyMeasureData,ECW_JuncClaimFirstLastKeyMeasure,ClaimKey
Xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncClaimLineChargeFirstLastKeyMeasureData,ECW_JuncClaimLineChargeFirstLastKeyMeasure,ClaimLineChargeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncClaimPayerFirstLastKeyMeasureData,ECW_JuncClaimPayerFirstLastKeyMeasure,"ClaimKey, ClaimPayerKey"
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncCPTCodeCoid,ECW_JuncCPTCodeCoid,JuncCPTCodeCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncDiagnosisCodeCoid,ECW_JuncDiagnosisCodeCoid,JuncDiagnosisCodeCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncDivisionCoid,ECW_JuncDivisionCoid,JuncDivisionCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWEdiGroupNPI,ECW_JuncEdiGroupNPI,ECWEdiGroupNPIKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWEdiGroupNPIDetail,ECW_JuncEdiGroupNPIDetail,ECWEdiGroupNPIDetailKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWEdiInsPayment,ECW_JuncEdiInsPayment,ECWEdiInsPaymentKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWEnterpriseDirectory,ECW_JuncEnterpriseDirectory,ECWEnterpriseDirectoryKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWEnterprisePermissionsByResource,ECW_JuncEnterprisePermissionsByResource,ECWEnterprisePermissionsByResourceKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWEraDetail,ECW_JuncEraDetail,ECWEraDetailKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWEraHeader,ECW_JuncEraHeader,ECWEraHeaderKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWGroupPermission,ECW_JuncGroupPermission,ECWGroupPermissionKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWInterfaceClaim,ECW_JuncInterfaceClaim,EcwInterfaceKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWPrInsNumber,ECW_JuncPrInsNumber,ECWPrInsNumberKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWPrtxids,ECW_JuncPrtxids,ECWPrtxidsKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWPrtxidsFacility,ECW_JuncPrtxidsFacility,ECWPrtxidsFacilityKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncECWReferral,ECW_JuncReferral,ECWReferralKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncEncounterSourcePatientAcctNumber,ECW_JuncEncounterSourcePatientAcctNumber,EncSourcePatAcctNumberKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncEncounterToChargeFirstLastKeyMeasure,ECW_JuncEncounterToChargeFirstLastKeyMeasure,EncounterToChargeKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncFacilityCoid,ECW_JuncFacilityCoid,JuncFacilityCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncFacilityResourceCoid,ECW_JuncFacilityResourceCoid,JuncFacilityResourceCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncFactClaimToPayer,ECW_JuncFactClaimToPayer,ClaimKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncGroupCoid,ECW_JuncGroupCoid,JuncGroupCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncIplanCoid,ECW_JuncIplanCoid,JuncIplanCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncMarketCoid,ECW_JuncMarketCoid,JuncMarketCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncPatientCoid,ECW_JuncPatientCoid,JuncPatientCoidKey
xrpswpdbspgu04.hca.corpad.net,SSP_Claim_DW,dbo,dwcJuncPracticeCoid,ECW_JuncPracticeCoid,JuncPracticeCoid
